p_val	avg_log2FC	pct.1	pct.2	p_val_adj
WFDC2	4.98176228963017e-43	2.24614668724648	0.993	0.872	9.40556720282176e-39
KRT19	9.19051103465656e-43	1.49967826801029	1	0.997	1.73516848334316e-38
TFF2	1.68020394087035e-41	-3.26706835835286	0.93	1	3.17222504036322e-37
RPL7A	1.81413430492785e-40	-0.791509467010074	1	1	3.42508556770378e-36
SPINK1	4.81738435901895e-40	-2.17303170206936	0.587	0.936	9.09522166982777e-36
CTSE	4.92997411207012e-40	-1.31147639048002	0.594	0.958	9.3077911235884e-36
ALDH1A1	6.76681900849436e-40	1.54957319462391	0.972	0.767	1.27757542880374e-35
LOXL4	8.54944841082227e-40	1.26317260163263	0.469	0.014	1.61413585996324e-35
IFITM3	1.11888276449869e-39	1.87192513763735	0.986	0.856	2.11245065937352e-35
STRA6	1.2185071540054e-39	0.834482100080469	0.427	0	2.3005415067622e-35
CD24	3.14573519395127e-39	1.43708475993735	0.993	0.942	5.93914804618e-35
ANXA10	1.24381488611368e-38	-1.7222212183306	0.706	0.958	2.34832250498263e-34
RPS10	1.75626600892462e-38	-0.882297911123804	1	1	3.31583022484969e-34
CTSD	5.67411248188797e-38	0.969029610503092	1	0.981	1.07127243658045e-33
PRSS1	1.75211481101368e-37	1.87122595996661	0.741	0.167	3.30799276319383e-33
S100A4	4.35761594529604e-37	1.90656784563057	0.986	0.619	8.22717890471893e-33
PLA2G16	5.25244866925485e-37	1.26204151961398	0.958	0.672	9.91662308755316e-33
AC020656.1	7.05979817037243e-36	-1.4501358710073	0.189	0.786	1.33288989456631e-31
S100A11	1.75379166206092e-35	0.905182253146157	1	1	3.31115865797101e-31
RPLP1	4.27740683535596e-35	-0.667892805067086	1	1	8.07574410515205e-31
PHPT1	4.54857210569766e-35	-0.950516190507539	0.853	0.986	8.58770413555718e-31
BEX4	4.95492541152845e-35	-1.10805974585745	0	0.642	9.35489917696571e-31
MT-ATP6	5.64215554009922e-35	0.925635091583969	1	1	1.06523896597073e-30
RPL27A	6.44223563273751e-35	0.852129760691806	1	1	1.21629408746084e-30
ALDH1A3	4.92999060591286e-34	1.2128867024491	0.42	0.017	9.30782226396348e-30
TESC	8.71841512386997e-34	-1.25244452297344	0.951	0.983	1.64603677538665e-29
ADH1C	1.10410259459559e-33	1.30978601343709	0.524	0.067	2.08454569859648e-29
ZNHIT1	1.10771069889137e-33	-0.979183555376045	0.657	0.958	2.09135779950691e-29
C9orf16	1.15139840048908e-33	-0.954352734006338	0.937	0.992	2.17384018012339e-29
PHGDH	5.38443056496153e-33	1.32896672179585	0.734	0.278	1.01658049066474e-28
PEBP1	1.56287916899419e-32	-0.914700440875065	0.902	0.986	2.95071587106104e-28
MARCKSL1	2.83959923175137e-32	-0.908424534406576	0.965	1	5.36116334954658e-28
FIS1	2.85695922959225e-32	-0.972928765325569	0.664	0.964	5.39393902547017e-28
EDF1	3.83359137382764e-32	-0.718644313518682	0.986	1	7.23782051378658e-28
AC090204.1	4.00272288630236e-32	0.581595649622757	0.35	0	7.55714080933885e-28
DDIT4	6.05025929286155e-32	1.49548049183416	0.622	0.15	1.14228895449226e-27
PGC	6.18673670947031e-32	-1.81134903187931	0.021	0.625	1.16805589074799e-27
RPL18	1.21676531629602e-31	-0.594104335987804	1	1	2.29725291716689e-27
RPS29	1.25010534330357e-30	0.69916191044903	1	1	2.36019888815714e-26
IGFBP3	1.5300310628038e-30	1.31486773868744	0.559	0.097	2.88869864657358e-26
TPD52L1	3.6263630473956e-30	0.739283610050524	0.434	0.036	6.8465734334829e-26
STARD10	4.00627788762463e-30	0.971536415515114	0.986	0.897	7.5638526518353e-26
NDUFB2	6.92827445866174e-30	-0.88488573386148	0.664	0.958	1.30805821779534e-25
ARL4D	7.4685554663615e-30	0.86723634101752	0.434	0.039	1.41006327204905e-25
HPGD	1.21216009566261e-29	1.72331942335121	0.713	0.269	2.28855826061101e-25
GSTA1	1.37995753769348e-29	1.47284429539114	0.923	0.586	2.60535983116529e-25
HOTAIRM1	1.94683922523664e-29	0.588321512811071	0.322	0	3.67563245724677e-25
SEZ6L2	2.04543679871309e-29	-0.999639731539921	0.196	0.747	3.86178467597031e-25
GLRX	2.46070703355269e-29	1.26762251375491	0.804	0.458	4.64581487934748e-25
KRT23	4.08961706704683e-29	1.39173650207171	0.448	0.044	7.72119702258441e-25
PITX1	4.23387724760428e-29	0.633490313199715	0.385	0.019	7.99356024347687e-25
F3	4.49815308362063e-29	1.5059361264286	0.608	0.164	8.49251302187576e-25
TXNIP	4.61171070267249e-29	-1.20838074310384	0.769	0.981	8.70690980664567e-25
CASP4	9.36954863012802e-29	1.043321546042	0.811	0.425	1.76897078136817e-24
RPL35	1.14042616806307e-28	-0.526614851135399	1	1	2.15312460530307e-24
CTSC	1.26785656592189e-28	0.980041095597483	0.615	0.164	2.39371319646052e-24
RPL12	2.48167189048945e-28	-0.627233742920271	1	1	4.68539652924408e-24
EZR	3.32597060093861e-28	0.960647738370602	0.986	0.869	6.27943249457209e-24
LY6E	4.09757024580725e-28	1.02655106019522	0.979	0.917	7.73621262408408e-24
ZG16B	6.45706701867773e-28	-1.57034574830731	0.685	0.931	1.21909425312636e-23
NR0B2	7.11985287278915e-28	-1.31343325808	0.028	0.581	1.34422822238259e-23
ATP5MG	1.24178624303212e-27	0.710079893118633	1	0.992	2.34449242684464e-23
GSTM3	2.94921410970323e-27	-0.963975756469818	0.35	0.828	5.56811623911971e-23
LCN2	3.05569083689212e-27	-1.30472507139428	0.993	1	5.76914430005232e-23
B2M	3.25961898845e-27	0.764562441312773	1	1	6.1541606501936e-23
ANKRD36C	7.116866763164e-27	-1.12630036664728	0.776	0.992	1.34366444488536e-22
SRPX2	9.50116995504032e-27	0.659314658879452	0.392	0.033	1.79382088751161e-22
FHL2	1.11251990679554e-26	1.06812973111647	0.895	0.578	2.10043758402998e-22
RPL10	1.4468362522181e-26	-0.664248457689991	1	1	2.73162684418777e-22
MALAT1	2.68974399471308e-26	0.781552863830521	1	1	5.07823666201829e-22
DPYSL2	2.71714953789109e-26	-1.00088181301723	0.238	0.733	5.12997832753838e-22
CXCL17	3.6846037005962e-26	1.29791992347765	0.797	0.397	6.95653178672562e-22
CA2	6.20734622077523e-26	-1.16905465894373	0.14	0.675	1.17194696648236e-21
IGFBP2	7.9045940421382e-26	-1.11247950006746	0.552	0.889	1.49238735515569e-21
TXN	1.29822293819329e-25	-0.695189247480794	0.993	1	2.45104490730892e-21
APLP2	1.45785368319608e-25	0.794131854668248	0.993	0.939	2.7524277538742e-21
TMPRSS4	1.8468437853435e-25	1.05235158031795	0.839	0.525	3.48684106672854e-21
FAU	3.46077132704606e-25	0.492265151957513	1	1	6.53393626546297e-21
RPL37	4.471358262644e-25	0.489876785052016	1	1	8.44192439987188e-21
MYL12B	9.94937018325956e-25	-0.871757284334045	0.972	1	1.8784410905994e-20
SCG5	1.50435534817469e-24	-0.887525270741587	0	0.497	2.84022289735381e-20
MSMB	1.97244709908956e-24	-1.86458467441726	0.077	0.575	3.7239801230811e-20
NRARP	2.63851614206723e-24	-0.877223229552838	0.077	0.589	4.98151847622293e-20
NPDC1	2.80445729764165e-24	-0.871460368043803	0.608	0.928	5.29481537794744e-20
NUCB2	2.98670083647335e-24	1.1975912427457	0.867	0.647	5.63889117926169e-20
MT-ND5	5.14883116954002e-24	-0.746184918931832	1	1	9.72099324809156e-20
IGFBP4	5.76428632025564e-24	0.643296180413796	0.413	0.056	1.08829725726426e-19
RPL37A	9.59099331497715e-24	0.707684599986359	1	0.997	1.81077953786769e-19
PPDPF	1.14405021568891e-23	-0.679670763393582	0.993	1	2.15996680722066e-19
STC2	1.38065310314402e-23	0.512554005193106	0.259	0	2.60667305873592e-19
SPCS2	1.84525914607835e-23	0.821473039518606	0.986	0.853	3.48384926779593e-19
PIGR	1.84843747293042e-23	-0.912196739151008	0.986	1	3.48984994889264e-19
RAMP1	1.87125741395696e-23	1.03066394433921	0.811	0.547	3.53293399755074e-19
SLC7A5	2.68116644952848e-23	0.446238938808965	0.287	0.008	5.06204225670977e-19
KCNQ1OT1	3.55316086648768e-23	1.11979649521324	0.587	0.192	6.70836771592874e-19
PSAT1	4.92368284966464e-23	0.728355414565093	0.42	0.064	9.29591322016683e-19
MYL12A	5.87768829328973e-23	-0.739143121241593	0.972	1	1.1097075497731e-18
CD81	6.33181946637949e-23	-0.786989052410154	0.755	0.944	1.19544751525245e-18
IFITM2	8.22671036932896e-23	1.10123555088496	0.545	0.153	1.55320291772931e-18
BACE2	1.45954627355622e-22	-0.731689535055769	0.769	0.981	2.75562336447415e-18
RPS8	2.23663361420891e-22	-0.485562436942828	1	1	4.22276426362642e-18
HRASLS2	2.25672284246547e-22	0.560056327031279	0.266	0.006	4.26069272657482e-18
STMP1	2.37165183660973e-22	-0.717165889777803	0.259	0.772	4.47767866751918e-18
PLAC8	2.41030782032143e-22	1.13065845592043	0.909	0.692	4.55066116476686e-18
DPP7	5.15864194311499e-22	-0.786480198193261	0.497	0.875	9.7395159886011e-18
H3F3B	5.46792148646407e-22	-0.541130622147955	1	1	1.03234357664442e-17
ARHGAP23	5.79435935081079e-22	0.446238938808965	0.28	0.011	1.09397504543308e-17
ATP5MF	6.35881994088187e-22	-0.691796626048523	0.769	0.956	1.2005452048385e-17
ARGLU1	7.25176667003443e-22	-0.868157854938035	0.727	0.967	1.3691335473025e-17
TMEM258	7.98767419095125e-22	0.69834541209444	1	0.983	1.5080728872516e-17
DAB2	8.92192257293359e-22	0.427559419533517	0.287	0.014	1.68445898176986e-17
LGALS4	2.13992506269318e-21	-0.80912505934955	0.552	0.875	4.04017851836473e-17
ALDH1L1	2.31809231569183e-21	0.413555560699863	0.245	0.003	4.37655829202618e-17
TNNC1	2.55451521813062e-21	0.733118442013867	0.28	0.014	4.82292473183062e-17
SLC3A2	4.86332887044458e-21	1.03955765897401	0.79	0.483	9.18196490739938e-17
BST2	7.14952743169576e-21	0.635910171027426	0.301	0.022	1.34983077910416e-16
KIF12	7.34379763800323e-21	-0.643100608244385	0.021	0.464	1.38650899405501e-16
PPIA	7.70602806781252e-21	-0.517049317532448	1	1	1.454898099203e-16
TM4SF5	7.86897354263379e-21	-0.696969614144844	0.028	0.478	1.48566220484926e-16
ETS2	9.44794497192201e-21	0.981924291480126	0.643	0.272	1.78377201069888e-16
TFAP2A	1.02150773998384e-20	0.375285543772146	0.238	0.003	1.92860661308948e-16
PRSS3	1.02264667122099e-20	0.553271624440575	0.329	0.033	1.93075691526524e-16
ZFAS1	1.13162858013066e-20	0.767656837819494	1	0.997	2.13651475928668e-16
CD99	1.29830535268094e-20	-0.782530121572421	0.42	0.814	2.45120050586162e-16
FGFBP1	1.53583359182384e-20	0.714778921829921	0.245	0.006	2.8996538213634e-16
SOD1	2.00393623364374e-20	-0.624049381238039	0.944	0.992	3.78343160911939e-16
CBR1	3.92634678700177e-20	-0.755481081699054	0.538	0.883	7.41294273385935e-16
DKK1	4.28926236956225e-20	0.443457046413725	0.231	0.003	8.09812735373353e-16
EIF2S2	4.60200641537996e-20	0.754506016892152	0.951	0.822	8.68858811223736e-16
VNN1	5.53494935957427e-20	-1.09663871200048	0.224	0.642	1.04499843908762e-15
ANXA1	5.7298360611186e-20	1.09935499611738	0.937	0.667	1.08179304833919e-15
GAMT	6.07074670684594e-20	-0.754568272405149	0.203	0.672	1.14615697825251e-15
SMCHD1	7.44088224253669e-20	-0.704037463249696	0.182	0.647	1.40483856739093e-15
FTL	9.12110621790356e-20	-0.480904118089523	1	1	1.72206485394019e-15
HSP90AB1	9.32484949384947e-20	-0.507724809152319	1	1	1.76053158443878e-15
VSTM2L	1.81856602910411e-19	0.375285543772146	0.224	0.003	3.43345266294855e-15
GABRP	2.0312948706298e-19	0.671468225822952	0.392	0.069	3.83508471574906e-15
ADGRF1	2.03598883206664e-19	0.880381354562365	0.818	0.5	3.84394691494181e-15
HSPA1A	2.03662176257579e-19	1.28345925191969	0.895	0.8	3.84514188774309e-15
EXPH5	2.28621785271404e-19	0.656066887047137	0.434	0.094	4.31637930592411e-15
FAM3D	2.33429506812623e-19	0.734178913056704	0.385	0.067	4.40714908862232e-15
EGFL7	2.63023512520244e-19	-0.760530379238253	0.035	0.469	4.9658839163822e-15
AP1S1	2.84742527750926e-19	-0.750669420626663	0.35	0.756	5.37593892393749e-15
PLEKHS1	3.61827756222788e-19	0.379287474329642	0.21	0	6.83130803748623e-15
SLC1A5	4.73760273291709e-19	0.999406420464414	0.706	0.389	8.94459395974747e-15
RNASE1	4.98848530647199e-19	-0.992482571045033	0.594	0.878	9.41826025861911e-15
TMBIM6	5.7303440204185e-19	-0.465435786525483	0.993	0.997	1.08188895105501e-14
HLA-A	6.08319151040424e-19	0.598496734120041	1	1	1.14850655716432e-14
MYBPC1	6.21186280489408e-19	-0.658237219656129	0.021	0.442	1.172799697564e-14
HLA-C	6.25813765968913e-19	0.635790303446229	1	0.997	1.18153639014931e-14
RPS25	9.64128163554312e-19	0.484404790429336	1	1	1.82027397279054e-14
UQCRH	9.87059571420038e-19	0.61636191222054	1	0.997	1.86356847084103e-14
IFI6	1.12291706546754e-18	1.06000730936428	0.657	0.303	2.12006741960271e-14
SHH	1.31336969768403e-18	-0.710224800569404	0.105	0.536	2.47964198922744e-14
PADI1	1.49902915983121e-18	0.331981759551285	0.203	0	2.83016705376132e-14
PI3	1.90426211360309e-18	-1.02384674195437	0	0.397	3.59524687048262e-14
FDFT1	2.58279503283119e-18	0.884161928390867	0.839	0.625	4.87631702198529e-14
NDUFA13	2.90866298398005e-18	-0.577097602141464	0.909	0.972	5.49155571375434e-14
ITGB2	3.10152511688645e-18	0.347749075409602	0.231	0.008	5.85567942068162e-14
SMIM24	3.87766689388117e-18	-0.602314993397885	0.007	0.406	7.32103509564765e-14
CASP1	3.91112477326201e-18	0.347749075409602	0.238	0.011	7.38420357191868e-14
POLR2J3.1	4.12596439686564e-18	-0.717205790076247	0.133	0.581	7.78982078128232e-14
CYBA	4.16036539663008e-18	0.662296579924702	0.993	0.953	7.8547698688376e-14
VPS13A	4.26622088863581e-18	-0.712662155503557	0.21	0.619	8.05462503774441e-14
RND3	4.6561324710669e-18	0.745584455090893	0.615	0.242	8.79077810537432e-14
MYL6	5.09036657581022e-18	-0.563756947422239	0.993	0.997	9.6106120951297e-14
RPL21	5.15358253095738e-18	0.5642483411231	1	0.994	9.72996381844753e-14
SSNA1	5.423889370219e-18	-0.663913842115978	0.538	0.864	1.02403031309735e-13
SERF2	5.48093052208158e-18	-0.365425291364787	1	1	1.034799682569e-13
HIPK2	5.66691840183069e-18	-0.732333053930428	0.14	0.572	1.06991419426564e-13
ASS1	6.42550530912539e-18	0.821078295128592	0.797	0.461	1.21313540236287e-13
ARF5	6.445610922441e-18	-0.635206370373793	0.224	0.675	1.21693134215686e-13
GATA6-AS1	6.91044067564916e-18	-0.76035012122079	0.182	0.597	1.30469119956256e-13
SIX1	8.25710769281744e-18	0.441129374034538	0.273	0.025	1.55894193240393e-13
TCN1	8.88557311413541e-18	-1.35437534670156	0.385	0.756	1.67759620394877e-13
TMSB4X	9.44679035832997e-18	-0.541849618525593	1	1	1.7835540196527e-13
ANXA11	1.03051844737218e-17	0.620008108897836	0.993	0.939	1.94561882863867e-13
PRSS23	1.15121097227415e-17	0.826341711491535	0.573	0.217	2.1734863156536e-13
RABAC1	1.26409062549536e-17	-0.606361649099919	0.909	0.986	2.38660310093525e-13
COQ8A	1.32664382728227e-17	-0.590850379926255	0.147	0.575	2.50470354590893e-13
ASPHD1	1.74930279694127e-17	-0.553306581572022	0.07	0.483	3.30268368062511e-13
PAXX	2.143161431679e-17	-0.690789548107373	0.371	0.764	4.04628878300996e-13
EEF1A2	2.246737035108e-17	-0.618093015117032	0.028	0.417	4.24183952228391e-13
GNAS	2.30462401116376e-17	0.490606728561178	1	0.994	4.35113013307718e-13
RBPMS	2.52671229249865e-17	0.66530460903876	0.58	0.222	4.77043280823746e-13
MUC16	2.61889521786759e-17	0.394717514899248	0.189	0	4.944474171334e-13
CTSF	2.6286903426936e-17	-0.604539183624315	0.049	0.447	4.96296736700552e-13
BRI3	3.36545760639984e-17	-0.614271268328007	0.755	0.961	6.3539839608829e-13
ABCC3	3.36588759311548e-17	-0.74446296040266	0.601	0.903	6.35479577580203e-13
YWHAH	3.48989345723648e-17	-0.730139952356512	0.483	0.836	6.58891884726248e-13
GSN	3.78290407730953e-17	-0.749111556823327	0.846	0.961	7.14212289796038e-13
TMEM245	4.3100552090925e-17	-0.614395046376291	0.252	0.658	8.13738423476665e-13
SPTBN1	7.09365875834809e-17	-0.807082278186267	0.762	0.947	1.33928277357612e-12
RPL17	7.5466794011647e-17	-0.693796681639821	0.315	0.706	1.4248130709399e-12
GABPB1-AS1	7.72725681996961e-17	-0.668018240448715	0.259	0.669	1.45890608761026e-12
KLK1	8.18430894769524e-17	-0.672410009565872	0.14	0.536	1.54519752932486e-12
DUT	8.43969860269117e-17	-0.692786145597657	0.413	0.781	1.59341509618809e-12
SERP1	9.64163027008939e-17	0.68229165580847	0.993	0.903	1.82033979499288e-12
SEM1	9.72389066665359e-17	-0.594808393494938	0.804	0.956	1.8358705578642e-12
TFF3	1.03393587689527e-16	1.67001765304499	0.972	0.806	1.95207093557827e-12
MB	1.07033969923975e-16	0.323944440485867	0.182	0	2.02080135216464e-12
ETFB	1.41531016206019e-16	-0.573325486667405	0.923	0.989	2.67210558596965e-12
DUSP23	1.48975564962069e-16	-0.571184376940506	0.203	0.631	2.81265866648387e-12
ANKRD9	1.83412543591845e-16	-0.615832020251579	0.245	0.658	3.46282882301403e-12
ISG15	2.28051816219245e-16	2.4204766453702	0.434	0.128	4.30561829021935e-12
UBAC1	2.65881902904348e-16	-0.554636441030972	0.182	0.586	5.01985032683409e-12
RFLNA	2.7908131680455e-16	-0.580242280360274	0.007	0.367	5.2690552612699e-12
SOD2	2.94332916061509e-16	-0.738721231791917	0.287	0.7	5.55700545524128e-12
GLUL	3.49043563709359e-16	0.781455857606844	0.923	0.825	6.58994248283269e-12
CD82	3.90411084559386e-16	0.682039227622445	0.874	0.675	7.37096127648122e-12
HLA-DRA	4.22876505879769e-16	-1.0054593347074	0.35	0.739	7.98390843101004e-12
VGLL1	4.37584029888525e-16	0.283072159070339	0.175	0	8.26158648429534e-12
AURKAIP1	4.96649142506442e-16	0.573764163485108	0.951	0.883	9.37673581052163e-12
TMEM141	5.02238167447683e-16	-0.640602782868314	0.86	0.944	9.48225660141225e-12
CDC42EP5	5.15913442859827e-16	0.763820678126569	0.867	0.661	9.74044580119353e-12
TMC5	5.22644689055694e-16	-0.589145219134306	0.986	0.994	9.8675317293715e-12
DUOXA2	5.27762514890291e-16	-1.75779071404739	0.161	0.558	9.96415628112869e-12
SPATS2L	5.40676767202184e-16	0.687790747114425	0.874	0.731	1.02079773647772e-11
DAPK1	5.55147468346453e-16	-0.6015439625607	0.098	0.494	1.0481184202381e-11
ARL6IP1	6.19392065265238e-16	-0.602704881198963	0.566	0.889	1.16941221922077e-11
C19orf33	6.78571777858046e-16	0.708150203727491	0.986	0.847	1.28114351659599e-11
NUDT4	6.85607193249737e-16	0.777553626978241	0.706	0.372	1.2944263808555e-11
PSMA1	7.17142414710452e-16	0.602114310286246	0.888	0.742	1.35396487897333e-11
CHAC1	7.18620036932149e-16	0.446570891353218	0.273	0.033	1.3567546297279e-11
SPAG16	8.55737829068059e-16	-0.644710866956646	0.413	0.783	1.6156330212805e-11
LDHA	8.85306099503388e-16	1.0361629247437	0.993	0.931	1.6714579158624e-11
BEX2	9.16877798542557e-16	-0.576190662033063	0.035	0.406	1.73106528364835e-11
MYOF	1.07927648094318e-15	0.657022466305983	0.559	0.211	2.03767399602072e-11
XBP1	1.12087994661419e-15	0.81683544427571	0.951	0.814	2.11622133920759e-11
DUOX2	1.22943519590311e-15	-0.925600090247463	0.287	0.675	2.32117364986508e-11
TP53TG1	1.24758691759454e-15	-0.564441837006165	0.14	0.533	2.3554441004185e-11
ST14	1.38190471673061e-15	0.718769782025956	0.846	0.628	2.60903610518739e-11
UBXN1	1.40149813506165e-15	0.655622930089231	0.958	0.833	2.6460284789964e-11
FOSB	1.5811506129844e-15	-0.970161683321625	0.448	0.747	2.98521235731455e-11
MGST1	1.61097295477646e-15	0.657424338614884	0.958	0.872	3.04151693861795e-11
SLC25A6	1.66264995778927e-15	-0.577061966563359	0.93	0.969	3.13908312030614e-11
CFI	1.67036296848074e-15	0.37087077294488	0.224	0.017	3.15364528449164e-11
AZGP1	1.69364588831162e-15	-0.651200622388441	0.056	0.419	3.19760343713233e-11
CTDSPL	1.74109521004806e-15	-0.669236218605386	0.538	0.844	3.28718775657074e-11
KRT18	1.97015479514965e-15	0.969179043700558	0.993	1	3.71965225324253e-11
C3	2.05984355062039e-15	0.792028993747695	0.462	0.147	3.8889846235713e-11
WNT7B	2.25096280340681e-15	0.458811781786768	0.252	0.028	4.24981777283206e-11
HSPA8	2.25957964304201e-15	0.803850481426805	0.909	0.786	4.26608636606332e-11
MRPL41	2.35138289149362e-15	-0.581535158177212	0.79	0.953	4.43941089913996e-11
RAB34	2.54469348946185e-15	0.617689666525894	0.622	0.292	4.80438130810397e-11
TRAPPC6A	2.85296227790502e-15	-0.608146784471316	0.455	0.808	5.38639278068468e-11
CARS	2.88697517541362e-15	0.671790627785087	0.49	0.181	5.45060913118092e-11
XXYLT1-AS2	3.98144800231489e-15	0.270754960300839	0.175	0.003	7.51697382837051e-11
CMYA5	4.66960331636862e-15	0.299741422551077	0.175	0.003	8.81621106130396e-11
GRN	4.72544004913824e-15	-0.595687552493158	0.811	0.961	8.92163081277301e-11
DPM2	4.92142630290685e-15	-0.542487358364856	0.182	0.575	9.29165285988812e-11
GOLM1	5.24106080430261e-15	-0.646178661407081	0.748	0.925	9.89512279852332e-11
HACD3	6.31572213375601e-15	-0.681942482980329	0.392	0.744	1.19240833885314e-10
SLC15A2	6.91106847900186e-15	0.363517332984392	0.182	0.006	1.30480972883555e-10
KRT4	7.3522969601595e-15	0.46948528330122	0.161	0	1.38811366607811e-10
SURF1	7.47873390274774e-15	-0.594017659004938	0.406	0.764	1.41198496083877e-10
EIF4EBP1	8.50639072576862e-15	0.7490497940575	0.832	0.622	1.60600656902512e-10
IFI44L	8.54886176262312e-15	0.32800190863874	0.182	0.006	1.61402510078325e-10
ALDH3A1	8.70805132344932e-15	1.46151457219264	0.818	0.542	1.64408008986723e-10
HIST1H1E	8.74724634030315e-15	-0.543338757056363	0.077	0.436	1.65148010904923e-10
FUT3	8.86815198578097e-15	0.546221985124274	0.483	0.164	1.67430709491545e-10
TIMP1	9.2082144293463e-15	-0.533036563403464	0.993	1	1.73851088426058e-10
REG4	9.28605329514108e-15	-1.69708070605118	0.042	0.4	1.75320686212264e-10
TKT	9.99223516521719e-15	0.648085482212666	1	0.986	1.88653399919301e-10
CD9	1.12896168761569e-14	-0.637469177089108	0.923	0.969	2.13147966621842e-10
SLC44A1	1.19251416945203e-14	-0.65175318608593	0.308	0.708	2.25146675192543e-10
WDR60	1.20579054344688e-14	-0.527840582400454	0.098	0.472	2.27653254602772e-10
HMGB2	1.20647373296019e-14	-0.530060967665038	0.077	0.442	2.27782240782883e-10
PLP2	1.23134993566404e-14	-0.620365264857299	0.497	0.831	2.32478867853371e-10
GOLGA8A	1.25441296186555e-14	-0.546027716070104	0.035	0.378	2.36833167200216e-10
SDHAF3	1.36445497465536e-14	-0.520042211840047	0.112	0.475	2.57609099214932e-10
F5	1.43875475457991e-14	-0.546711944226581	0.07	0.431	2.71636897664686e-10
RPL26	1.53770470510043e-14	-0.39911271002249	1	1	2.90318648322961e-10
ALDH3B1	1.59446203148869e-14	0.617383978413534	0.51	0.189	3.01034431545065e-10
SNHG7	1.75391953516338e-14	-0.710388398375387	0.888	0.983	3.31140008238846e-10
RAB27B	1.79087782531431e-14	-0.551420483134863	0.112	0.478	3.38117733419342e-10
PNKD	1.81913813898495e-14	-0.596370199340154	0.497	0.836	3.43453280640359e-10
RPS12	1.92761079277988e-14	-0.355070715347479	1	1	3.63932917676842e-10
NENF	1.93981128670952e-14	-0.608184990931532	0.42	0.769	3.66236370930757e-10
GDF15	2.03421576685054e-14	0.810635358126101	0.944	0.628	3.84059936781381e-10
FNBP1	2.0816947766918e-14	-0.52216737398526	0.084	0.442	3.93023973839411e-10
PTGES2	2.13309198953774e-14	-0.584062717419338	0.28	0.661	4.02727767624725e-10
EIF4G2	2.67179490439992e-14	0.584013671327607	0.965	0.806	5.04434877950705e-10
MGST3	2.89523917661878e-14	-0.541074237803232	0.972	0.994	5.46621156545626e-10
MLPH	2.94766872588819e-14	-0.596227557380705	0.587	0.892	5.56519855447691e-10
HLA-DRB1	2.96589913964092e-14	-0.958257961015885	0.503	0.792	5.59961757564207e-10
SSU72	2.98052118169845e-14	0.646019068819182	0.888	0.769	5.62722399104668e-10
APRT	3.28423396695638e-14	-0.558628666155671	0.811	0.956	6.20063372961365e-10
TSPAN1	3.9347517974535e-14	0.643415417814293	0.993	0.972	7.42881139359221e-10
HIST1H4C	4.12629786078245e-14	-0.613948392414901	0.636	0.908	7.79045036115727e-10
IDI1	4.18393363687516e-14	0.840322978669529	0.531	0.247	7.8992667064203e-10
CHST4	5.07897022638457e-14	0.271099517404263	0.182	0.008	9.58909578741406e-10
PCDH7	6.79827680481758e-14	0.555332463912597	0.483	0.178	1.28351466074956e-09
