p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TFF3	8.98283733546733e-53	2.09900393786892	0.968	0.873	1.69595968893623e-48
GOLGB1	1.07748673864711e-52	-1.00830126701073	0.709	0.924	2.03429496256575e-48
RPL13A	1.39256020354858e-52	-0.873549850673731	0.994	1	2.62915366429971e-48
SHTN1	3.52955869516291e-52	-0.622673865348654	0.229	0.618	6.66380681646757e-48
SRI	4.15732055649079e-52	0.925616383165059	0.972	0.898	7.84902121065462e-48
RAB27B	6.06187024284238e-52	-0.646792198653483	0.255	0.655	1.14448110184864e-47
COX7A2	9.15478949754372e-52	0.730075639885317	1	0.935	1.72842425713625e-47
SRRM2	1.18901140368494e-51	-0.922678323678903	0.861	0.967	2.24485353015716e-47
SCOC	2.40891932796616e-51	0.848979632805428	0.83	0.451	4.54803969120012e-47
UQCRB	1.14414009000239e-50	0.641489686610501	0.999	0.985	2.16013648992451e-46
LGALS3BP	2.36838698147915e-50	-0.676543475676623	0.932	1	4.47151462103263e-46
PLA2G16	2.90510861841346e-50	0.985590583806194	0.909	0.72	5.48484507156461e-46
ATP5MC2	5.61365853923079e-50	0.657660454956915	0.999	0.985	1.05985873220677e-45
RPS3A	5.79626248389879e-50	0.706628896041431	1	1	1.09433435696009e-45
MSMB	1.42566705829039e-49	-0.978757967260007	0.284	0.713	2.69165940605226e-45
ATP5F1E	1.53464094107899e-49	0.501070825302808	1	1	2.89740209675713e-45
HPGD	2.79506603027959e-49	1.44161370563532	0.592	0.124	5.27708466516786e-45
CCNI	7.55483275333284e-49	1.00935194150694	0.898	0.713	1.42635242382924e-44
RPS24	8.08438721085734e-49	0.494078305374557	1	1	1.52633230540987e-44
PRPF4B	1.69199959526654e-48	-0.816986828832805	0.431	0.789	3.19449523586323e-44
HID1	4.89846741888858e-48	-0.561618372869399	0.243	0.633	9.24830648686164e-44
RPL15	5.0607656107029e-48	0.681203223018319	1	1	9.55472547300707e-44
SKP1	5.97868982560174e-48	0.693767314100744	0.982	0.869	1.12877663907361e-43
UCA1	1.24596795607817e-47	1.62565605831251	0.512	0.04	2.35238750107558e-43
LY6E	1.30531915230001e-47	1.16761402542367	0.904	0.695	2.46444255954242e-43
TLN1	2.02614152528085e-47	-0.497458910651099	0.135	0.458	3.82535519973024e-43
LYZ	2.12959815850955e-47	-0.839283748943338	1	1	4.02068132326603e-43
CEBPA	2.16915150465875e-47	-0.363005705228543	0.063	0.309	4.09535804079572e-43
DDX46	2.42448571356969e-47	-0.672710020304448	0.491	0.855	4.57742902721957e-43
ATP5MG	4.3689279481201e-47	0.550667209789485	1	0.989	8.24853596605076e-43
TMA7	7.04875151527992e-47	0.745074051338802	0.96	0.825	1.33080428608485e-42
MT-CYB	9.88686588195223e-47	-0.80144283886776	1	1	1.86664027851258e-42
MLPH	2.36842699879403e-46	-0.768996167271051	0.611	0.891	4.47159017372312e-42
B4GALNT3	2.59565124511348e-46	-0.475860071035017	0.136	0.458	4.90058955077425e-42
KLF13	2.72323691422351e-46	-0.604797756232491	0.258	0.618	5.14147129405399e-42
SLC9A2	2.81193238068284e-46	-0.547332947741445	0.169	0.509	5.30892833472921e-42
RPL30	2.82132077271598e-46	0.59941248014527	1	1	5.32665361888776e-42
SNHG8	4.63248821257875e-46	0.966549137846495	0.854	0.578	8.74613774534869e-42
RPS27	1.52594355743238e-45	0.470619802164379	1	1	2.88098143643234e-41
CTGF	1.5609273743963e-45	1.41585662852643	0.494	0.029	2.94703088286022e-41
REG4	1.95332726047351e-45	-1.02683336457598	0.083	0.345	3.68788186777398e-41
SNX3	2.42506282842013e-45	0.765219391880785	0.895	0.611	4.57851862005721e-41
GOLGA8B	2.95023964373107e-45	-0.616063300576131	0.134	0.44	5.57005244736425e-41
RPS25	3.18767862993383e-45	0.517376974258513	1	1	6.01833725331508e-41
AREG	4.79966739050546e-45	1.45471332432191	0.5	0.04	9.0617720332743e-41
ATP5F1A	6.8502619955032e-45	-0.685433638263012	0.633	0.895	1.293329464751e-40
TFF2	8.39031011114241e-45	-1.26365003807213	0.938	0.993	1.58409054898369e-40
ROMO1	1.09510947936324e-44	0.806075866789492	0.879	0.644	2.06756669703779e-40
AKAP9	1.75790945722631e-44	-0.848675890349795	0.485	0.818	3.31893305524328e-40
RND3	1.79212160311054e-44	0.973709494499925	0.711	0.298	3.3835255866727e-40
TFF1	1.94643706822332e-44	-1.02625984483537	0.957	1	3.67487318480562e-40
PPP1R12B	3.3787865559774e-44	-0.468478133624471	0.145	0.465	6.37914901768533e-40
ERN2	3.74898983524474e-44	-0.720748059343964	0.478	0.811	7.07809280894207e-40
ITGB4	4.99119226700349e-44	-0.706571237097378	0.586	0.873	9.42337100010259e-40
SF3B6	1.17687914133761e-43	0.686306106427248	0.961	0.851	2.22194781884541e-39
RPL22L1	1.36819477808709e-43	0.918330206161803	0.871	0.607	2.58315174102842e-39
SLC3A2	1.62192507920696e-43	0.895739037965027	0.755	0.404	3.06219454954274e-39
CP	2.47085409218765e-43	1.30150199180874	0.591	0.145	4.66497252605028e-39
PHLDA2	3.00732500264435e-43	0.990403650540486	0.936	0.764	5.67782960499253e-39
PRRC2C	3.50306562498721e-43	-0.752077238508539	0.635	0.895	6.61378789997585e-39
LUC7L3	3.5864520903011e-43	-0.849132588527497	0.569	0.865	6.77122154648848e-39
POLR2K	5.08496424492064e-43	0.75679681312067	0.82	0.509	9.60041249441018e-39
AGPAT2	8.52732305947419e-43	-0.710650884413096	0.751	0.942	1.60995859362873e-38
GADD45B	1.14172753286283e-42	1.08411288108433	0.681	0.273	2.15558158204503e-38
AC012236.1	2.00896065119284e-42	-0.40711470519651	0.104	0.385	3.79291770945208e-38
ATP5F1B	2.1077365087432e-42	-0.643710034292123	0.901	0.971	3.97940652850716e-38
ATP8B1	3.03197777475059e-42	-0.583784966898192	0.293	0.651	5.7243740387291e-38
EEF1D	1.03116709133939e-41	0.556067576933156	0.999	0.978	1.94684346844877e-37
LINC00982	1.41332589648387e-41	-0.34556918816415	0.092	0.36	2.66835929256154e-37
SUB1	2.11766442755874e-41	0.645542045174311	0.978	0.865	3.9981504392309e-37
TGM2	2.39655209994986e-41	1.14472101591605	0.52	0.084	4.52469036470534e-37
MIA3	3.04146776643002e-41	-0.75646600626387	0.455	0.782	5.74229114301988e-37
ETS2	3.49055813366832e-41	0.871848417757005	0.655	0.229	6.5901737563658e-37
CA2	3.51218192470764e-41	-0.896694756729661	0.336	0.684	6.63099947384802e-37
SERPINA1	5.44439092584798e-41	1.07754084277127	0.731	0.309	1.0279010068001e-36
IFITM2	1.18809517897903e-40	1.1854309194675	0.477	0.055	2.24312369791242e-36
NDUFC1	1.59742925751649e-40	0.743637647816808	0.907	0.705	3.01594643819112e-36
SLC27A3	1.66596668925165e-40	-0.309886881338958	0.057	0.273	3.14534510930711e-36
METTL7A	3.67543937539826e-40	-0.618769132497427	0.261	0.607	6.93922954075192e-36
TKT	3.81131082129319e-40	0.843421248761263	0.975	0.924	7.19575483060155e-36
IMPDH1	3.85480842371379e-40	-0.484885845934792	0.191	0.52	7.27787830397164e-36
GPX4	5.0423960051754e-40	0.632343850806703	0.995	0.967	9.52004365777115e-36
RNF213	5.18520521793271e-40	-0.778907734070636	0.419	0.76	9.78966745145695e-36
MVP	5.31723561395526e-40	-0.676628812493322	0.66	0.895	1.00389408391475e-35
CDC42EP1	5.83508961343132e-40	-0.688625256071401	0.587	0.865	1.10166491901583e-35
ARHGAP21	6.56761598530116e-40	-0.629723129177432	0.381	0.716	1.23996589802486e-35
LAMB1	1.32545323874707e-39	-0.367444266076824	0.09	0.345	2.50245571475447e-35
NCOA7	1.67813715831799e-39	1.06884621131194	0.678	0.316	3.16832295490436e-35
FAHD2B	3.39379382367788e-39	-0.443830255791141	0.165	0.48	6.40748273910383e-35
RPL14	3.90048899790534e-39	0.573034421822605	1	1	7.36412322804529e-35
FN3K	4.52329160672648e-39	-0.327193516302062	0.051	0.255	8.5399745534996e-35
HMGN1	5.93286918770163e-39	0.657798914225314	0.957	0.836	1.12012570263807e-34
PNN	6.48668597354362e-39	-0.802199751106632	0.587	0.858	1.22468631180503e-34
BRK1	6.95538754739495e-39	0.721903038801072	0.794	0.498	1.31317716894817e-34
ACSS1	7.12763487048777e-39	-0.462684168187663	0.159	0.465	1.34569746354809e-34
PDZK1IP1	7.27312899368652e-39	1.06697443380017	0.815	0.531	1.37316675400802e-34
CTSH	1.08151136959945e-38	-0.69441277729042	0.642	0.865	2.04189346580376e-34
MT1F	1.14566633580252e-38	-0.389159592951151	0.093	0.349	2.16301804199515e-34
MT-ND2	1.17914683669162e-38	-0.768814017418267	1	1	2.22622922767378e-34
HIGD1A	1.96755073627438e-38	0.793101990081851	0.597	0.207	3.71473579008602e-34
THRA	2.4984032421181e-38	-0.524066055254985	0.195	0.513	4.71698532111896e-34
VIL1	2.75787637781231e-38	-0.518341449642977	0.262	0.625	5.20687060130965e-34
CNDP2	2.76417715999605e-38	-0.568234632150631	0.326	0.669	5.21876647807254e-34
HIST1H4C	3.29964811274024e-38	-0.742865777283508	0.447	0.782	6.22973563685357e-34
IGFBP3	3.55103093609937e-38	1.37702620113488	0.437	0.029	6.7043464073556e-34
SFT2D1	4.11908599017265e-38	0.691008485865063	0.821	0.531	7.77683434944597e-34
TPR	4.15885606017423e-38	-0.641973425604015	0.463	0.789	7.85192024160895e-34
TMEM176A	4.26896876264725e-38	1.0044571310814	0.478	0.065	8.059813023878e-34
LAMP1	6.47215700395482e-38	-0.622827738841576	0.545	0.851	1.22194324234667e-33
COQ8A	7.27632614629771e-38	-0.538706093896816	0.282	0.633	1.37377037642101e-33
LSR	7.82207744182198e-38	-0.699452152507754	0.714	0.898	1.47680822101599e-33
F3	9.61132266485867e-38	1.1434807238031	0.572	0.178	1.81461771912532e-33
ZBTB7A	1.15711885426901e-37	-0.631022462145189	0.449	0.778	2.18464039685989e-33
CLDN7	1.47542277345664e-37	0.948978465106223	0.915	0.742	2.78559819628613e-33
ZKSCAN1	1.69669647543203e-37	-0.725613351772738	0.466	0.789	3.20336294561567e-33
RPL4	1.72970929180122e-37	-0.592208314506958	0.989	0.996	3.26569114292071e-33
MGST1	1.78913391364393e-37	0.840000173937883	0.935	0.825	3.37788482895974e-33
RPS2	1.91664414407174e-37	-0.55252766998573	1	1	3.61862414400745e-33
SPINK1	2.7901955656831e-37	-0.999031750747849	0.672	0.905	5.26788922800969e-33
RALBP1	2.98573608303122e-37	-0.62775306749331	0.487	0.804	5.63706972476295e-33
GABARAPL2	3.18386227018202e-37	0.685883772297869	0.892	0.669	6.01113196610366e-33
FXYD3	3.94251906428774e-37	0.558393793916407	0.999	0.996	7.44347599337525e-33
RPS19	4.72405677991241e-37	0.450503169786491	1	1	8.91901920047463e-33
DDC	5.94966667321003e-37	-0.280813478161226	0.058	0.265	1.12329706790205e-32
NCL	6.6132210557279e-37	-0.714589985947999	0.809	0.949	1.24857613532143e-32
PEBP1	1.50401720559319e-36	-0.608796367964633	0.916	0.967	2.83958448415995e-32
FTH1	2.11350097275683e-36	0.681989213106545	1	1	3.99028983656489e-32
EIF1B	2.26015602139509e-36	0.714141612285271	0.538	0.138	4.26717456839392e-32
MED24	3.7945461259586e-36	-0.416912813195157	0.149	0.44	7.16410308580983e-32
SRP9	4.56711395479736e-36	0.63015259434983	0.938	0.836	8.62271114665742e-32
SULT1C2	5.24854434686791e-36	-0.576604493143222	0.242	0.56	9.90925172688661e-32
TMEM256	5.30972022661686e-36	0.67788534191875	0.84	0.564	1.00247517878526e-31
SON	5.83058088633628e-36	-0.674306013812869	0.761	0.92	1.10081367134029e-31
AC060780.1	6.0364238964608e-36	-0.473001233281755	0.121	0.385	1.1396768316518e-31
UBE2D3	1.06929902596458e-35	0.709478165329906	0.787	0.491	2.01883656102113e-31
CSTB	1.14618848111655e-35	0.631281654686798	0.999	0.989	2.16400385234804e-31
SSTR1	1.61939957861425e-35	-0.137643031220292	0.008	0.102	3.0574264044237e-31
DHRS3	1.6551221533801e-35	0.733662929900357	0.828	0.6	3.12487062558163e-31
DHCR24	1.7335593410556e-35	-0.743556756940008	0.494	0.789	3.27296003591297e-31
MUC4	1.88411139842665e-35	0.815780209927631	0.416	0.025	3.55720232022951e-31
TSC22D1	2.38098689055568e-35	0.979793086338318	0.812	0.571	4.49530324936912e-31
BDP1	3.28995093424308e-35	-0.581615802413311	0.305	0.633	6.21142736385094e-31
MCF2L	3.47281724347756e-35	-0.377169766645413	0.123	0.393	6.55667895568563e-31
IQGAP2	3.52863404436379e-35	-0.528011894792343	0.357	0.705	6.66206107575884e-31
GLRX	3.76112464173528e-35	0.954620374331417	0.575	0.215	7.10100332359622e-31
EEF2	4.05530386862149e-35	-0.642936651238352	0.993	0.993	7.65641370395738e-31
SSBP3	4.11816397167796e-35	-0.571088095884672	0.341	0.665	7.775093578528e-31
RSRP1	4.46587500828962e-35	-0.771153109727462	0.456	0.745	8.43157201565081e-31
LINC01088	5.21261126442499e-35	1.08720612024304	0.381	0	9.84141006723439e-31
HIPK2	5.31442656641958e-35	-0.550155922113645	0.324	0.658	1.00336373574002e-30
XIST	6.33691391384445e-35	-0.889788203994763	0.577	0.884	1.19640934693383e-30
S100P	6.760291178521e-35	0.865148647564484	0.99	0.953	1.27634297450476e-30
PODXL2	6.99671047588719e-35	-0.362071437699665	0.104	0.356	1.3209789378475e-30
HNRNPDL	7.09314771356214e-35	0.703272159521482	0.891	0.68	1.33918628832053e-30
C8orf59	7.53662964549759e-35	0.641822020040745	0.901	0.676	1.42291567706994e-30
ABRACL	8.14084652639198e-35	0.705963092637248	0.765	0.458	1.53699182418281e-30
CAPN15	8.48038799032329e-35	-0.343476386282277	0.126	0.4	1.60109725257304e-30
MMP14	9.92531646419871e-35	-0.410916621558924	0.148	0.433	1.87389974844072e-30
ERGIC1	9.9939389694459e-35	-0.576370192256665	0.567	0.84	1.88685567743139e-30
CLUH	1.04924544621312e-34	-0.441099845817752	0.185	0.487	1.98097540245038e-30
TPD52L1	1.29436489403069e-34	0.78273972884645	0.463	0.08	2.44376091992995e-30
S100A6	1.71251151309693e-34	0.534622930401135	1	1	3.233221736727e-30
MPHOSPH8	1.74028460479536e-34	-0.568043014484647	0.355	0.676	3.28565733385365e-30
NT5C3A	2.23992500685008e-34	0.707933263176275	0.745	0.451	4.22897841293294e-30
RPS26	2.27334500998794e-34	0.42328509838609	1	1	4.29207537885724e-30
MSLN	2.79451273776909e-34	0.953670419715707	0.446	0.065	5.27604004890804e-30
SARAF	2.80897264721837e-34	0.735807332085557	0.793	0.502	5.30334035794829e-30
AKNA	3.78110561129256e-34	-0.265240598005337	0.05	0.236	7.13872739412035e-30
TMEM59	3.85310157608955e-34	0.592633871882661	0.995	0.942	7.27465577565708e-30
MT-ATP8	4.04445855164778e-34	-0.544541819587087	0.329	0.658	7.63593774551101e-30
RPL35A	4.78019385729422e-34	0.421501722492109	1	1	9.02500600257149e-30
ANO1	5.60653866678075e-34	-0.423525803015294	0.157	0.444	1.05851450028821e-29
HMGCS2	9.04474349421033e-34	-0.315265554212162	0.033	0.189	1.70764757170691e-29
LDHA	1.11871379637723e-33	0.826771042387255	0.984	0.909	2.11213164756022e-29
ANXA5	1.90498044055871e-33	0.859122580508697	0.942	0.844	3.59660307177484e-29
P4HB	1.9941851666348e-33	-0.559473158450199	0.968	0.996	3.76502159460651e-29
LFNG	2.00472794019819e-33	-0.331287594411033	0.087	0.316	3.78492635109419e-29
IGF1R	2.00926644019067e-33	-0.433364210366597	0.139	0.407	3.79349503907998e-29
RETSAT	2.70678799626387e-33	-0.513170377321929	0.228	0.535	5.11041573694618e-29
SDCBP	3.02475620520913e-33	0.64056600528668	0.91	0.731	5.71073971543484e-29
ADIRF	4.2584511598649e-33	1.1459872596573	0.858	0.742	8.03995578982494e-29
AC010998.3	4.34267882037208e-33	-0.270993104264777	0.054	0.244	8.19897761286249e-29
COBL	4.42433369025469e-33	-0.528689511826723	0.231	0.531	8.35314200720085e-29
ERC1	4.48795273290565e-33	-0.31362383298022	0.077	0.295	8.47325475972586e-29
TBC1D2B	4.68903947478274e-33	-0.323504440765764	0.083	0.305	8.85290652838982e-29
MYO5C	5.61670417825903e-33	-0.537243613670783	0.255	0.549	1.0604337488553e-28
SELENOK	5.88830952872846e-33	0.693910029607832	0.673	0.32	1.11171283902393e-28
MMP7	6.41663455846589e-33	1.15852728024101	0.405	0.036	1.21146060463836e-28
TMSB4X	7.32956685023858e-33	-0.508888844551906	1	0.996	1.38382222132504e-28
CYB561	1.83095725713078e-32	-0.55195929114957	0.322	0.636	3.45684730146292e-28
CYP2C9	1.88039450108613e-32	-0.216789490787399	0.024	0.16	3.55018481805061e-28
ANKRD36B	2.17566499618983e-32	-0.336890010761648	0.097	0.331	4.10765551280639e-28
PLSCR1	2.24533673866274e-32	0.718561149255566	0.639	0.287	4.23919576259526e-28
ACIN1	2.41544051876233e-32	-0.563271134831234	0.299	0.604	4.56035169942328e-28
AP3D1	3.41821006824193e-32	-0.549363878649802	0.36	0.669	6.45358060884077e-28
ZFC3H1	3.42335254920483e-32	-0.487996800547463	0.196	0.487	6.46328961289872e-28
GPRC5B	3.50031375906534e-32	-0.514195544841675	0.225	0.527	6.60859237711537e-28
SPCS2	3.54976003506941e-32	0.590460533528924	0.967	0.855	6.70194694621105e-28
MGST2	4.30533058911057e-32	0.687580190129621	0.875	0.655	8.12846415224075e-28
MAVS	4.86373342986528e-32	-0.423183656367928	0.161	0.436	9.18272871558566e-28
IHH	6.06618963837132e-32	-0.26727702301692	0.068	0.273	1.1452966037245e-27
PSMA1	8.06241806411209e-32	0.586850226233767	0.909	0.742	1.52218453050436e-27
PHLDA1	8.56570192748547e-32	0.760679041820533	0.504	0.138	1.61720452390926e-27
LEMD1	9.17861155439684e-32	0.764015760683413	0.465	0.098	1.73292186147012e-27
NAGPA	9.87379563136121e-32	-0.356866515319226	0.115	0.36	1.864172615201e-27
LAMA3	1.01618776488068e-31	-0.484921426342658	0.168	0.444	1.91856250009472e-27
TRIM7	1.25302972546046e-31	-0.523644503086383	0.204	0.487	2.36572012166934e-27
MUC1	1.82293962031559e-31	-0.662419383984868	0.994	1	3.44171000315584e-27
ANXA4	1.95728637803654e-31	0.759889074214601	0.969	0.927	3.69535668173299e-27
KMT2B	3.65034185886414e-31	-0.384829669463607	0.149	0.418	6.8918454295355e-27
ZFPM1	3.72404199272371e-31	-0.425059362819883	0.185	0.473	7.03099128226237e-27
RHOA	3.87790631360524e-31	0.628734706046472	0.858	0.625	7.32148712008669e-27
ATXN7L3B	3.91656432832485e-31	-0.539862696427237	0.391	0.698	7.39447345187732e-27
BICDL1	4.29169780224683e-31	-0.271851371956835	0.051	0.229	8.10272545064202e-27
ATP5MD	4.54144166839054e-31	0.584781199506993	0.987	0.905	8.57424186992134e-27
ABR	4.9454921554534e-31	-0.391796136126013	0.166	0.444	9.33708918949603e-27
PERP	5.46764164916477e-31	0.610412566148689	0.948	0.822	1.03229074336231e-26
SPINK5	5.74939769467643e-31	-0.892336151959522	0.297	0.582	1.08548628475491e-26
HERC2	5.75123040247789e-31	-0.437615711564301	0.207	0.498	1.08583229998783e-26
DUSP1	5.75314763007886e-31	0.919973504680888	0.848	0.553	1.08619427255889e-26
DDX42	6.0204696246471e-31	-0.529316906940281	0.307	0.615	1.13666466513337e-26
NPIPB11	7.69992707910809e-31	-0.144045658889057	0.01	0.105	1.45374623253561e-26
CASZ1	8.07877169897639e-31	-0.456169696163132	0.198	0.484	1.52527209676674e-26
USP7	8.20629049402918e-31	-0.465253329741071	0.292	0.6	1.54934764527271e-26
ANKRD29	8.29690303527999e-31	-0.305044550679054	0.093	0.32	1.56645529306086e-26
GTF2I	8.54583731627496e-31	-0.631413877528639	0.673	0.851	1.61345408531271e-26
PLEKHJ1	9.75992703418519e-31	-0.56741461852297	0.582	0.829	1.84267422405416e-26
GNAS	1.00468914397158e-30	-0.498197032077996	0.962	0.993	1.89685310381833e-26
