p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ENO2	3.5580620330482e-64	-0.681110924656298	0.059	0.348	6.71762111839501e-60
WEE1	6.07373094031972e-64	0.976152150649563	0.695	0.289	1.14672040153236e-59
TC2N	1.04178792668791e-63	0.83812881103547	0.818	0.535	1.96689560558678e-59
UQCRQ	1.22226149511139e-63	0.67261030474652	0.986	0.945	2.3076297027703e-59
GPX2	2.10212455481899e-63	0.878552865109517	0.978	0.896	3.96881115949826e-59
PSMA7	2.5285762669648e-63	0.714142055737592	0.957	0.834	4.77395199202954e-59
KRT7	2.57980661414848e-63	0.89180395598499	0.859	0.561	4.87067488751233e-59
SMIM31	5.98380470189996e-63	0.745586511425069	0.429	0.006	1.12974232771871e-58
LPCAT4	6.21220477932428e-63	-0.9920870401758	0.454	0.769	1.17286426233642e-58
GALE	9.02695533931567e-63	0.844795420779686	0.81	0.505	1.7042891680628e-58
COX8A	2.36735697363867e-62	0.575668250483386	0.999	0.992	4.46956996622981e-58
PLA2G10	3.78911434217425e-62	0.86886654305357	0.644	0.217	7.15384787802498e-58
MUC5AC	5.77770064021759e-62	1.12849987507804	0.97	0.728	1.09082988087308e-57
ATP5MF	7.38679535359072e-62	0.690327759044838	0.947	0.847	1.39462696275793e-57
PLP2	1.1069648614921e-61	-0.844841563372538	0.471	0.794	2.08994965849708e-57
SCP2	2.01451259084183e-61	0.707437502918021	0.923	0.73	3.80339977150937e-57
SRRM1	3.1850446167842e-61	-0.751203489901692	0.734	0.938	6.01336423648857e-57
MARCKSL1	3.70385635352059e-61	0.6104426155083	0.995	0.947	6.99288079544687e-57
ENTPD5	3.86470174650574e-61	0.741719374569926	0.482	0.053	7.29655689740283e-57
ADI1	4.18724954000315e-61	0.782764005109347	0.763	0.431	7.90552713152594e-57
SPINT2	4.62787246525918e-61	-0.721421267087302	0.999	1	8.73742321440932e-57
CTSB	6.16151283626067e-61	-0.74922576459174	0.615	0.902	1.16329362348602e-56
CTSS	1.69177992812324e-60	0.743814484419472	0.479	0.055	3.19408050429668e-56
SORD	2.33513383125305e-60	0.811758693195013	0.628	0.2	4.40873267340575e-56
DUSP1	5.49390441295973e-60	0.974859664336316	0.881	0.69	1.0372491531668e-55
CD99	9.66315661683134e-60	-0.877639688942977	0.47	0.798	1.82440396925776e-55
DYNLRB1	1.17021424758542e-59	0.658194299885685	0.977	0.919	2.20936449944127e-55
RPS3	1.4010715266772e-59	0.445396843666403	1	1	2.64522304236655e-55
PRSS3	1.5182589728213e-59	0.828387473698499	0.485	0.066	2.86647294068662e-55
HNRNPC	1.95426178906483e-59	-0.82282193416901	0.744	0.945	3.6896462577544e-55
PRR15	4.04487578500792e-59	0.753127995810687	0.556	0.127	7.63672548209495e-55
RNH1	7.38533477545178e-59	0.726886227081617	0.834	0.58	1.3943512056053e-54
AC010997.5	1.41464217684136e-58	-0.404607190653084	0.007	0.193	2.6708444298765e-54
NDUFS6	1.61730043267686e-58	0.690591618058352	0.892	0.726	3.05346321689391e-54
ALDH3A1	1.84706638073054e-58	1.01396892958278	0.796	0.507	3.48726132681927e-54
MYEF2	2.02455001133201e-58	-0.396444636970122	0.016	0.225	3.82235042139484e-54
TSPO	2.5177599616644e-58	0.554041297177984	0.999	1	4.7535308076224e-54
PGLS	2.68823637505244e-58	0.679489032527406	0.914	0.779	5.07539027609901e-54
POMP	4.6436785154062e-58	0.635899105456956	0.969	0.879	8.7672650370869e-54
BCAS1	8.23339882525808e-58	0.799262701391468	0.678	0.257	1.55446569820872e-53
CRIP2	8.71946965547562e-58	-0.480505048620312	0.047	0.308	1.6462358709538e-53
SYTL2	1.72299907957941e-57	0.798483256356059	0.532	0.108	3.25302226224593e-53
PLBD1	2.82981265105457e-57	0.660383138902511	0.422	0.023	5.34268628519103e-53
RAB6B	2.90030930561007e-57	-0.340501148243256	0.016	0.223	5.47578396899181e-53
MYBPC1	5.88869829206875e-57	0.745709783397775	0.542	0.117	1.11178623754258e-52
NEAT1	8.46558836001989e-57	-1.40250766711303	0.998	0.996	1.59830308237176e-52
BANF1	1.49293877839212e-56	0.69721516220157	0.874	0.667	2.81866841360433e-52
AQP5	5.71912954790341e-56	1.0331952884824	0.788	0.554	1.07977165864416e-51
EIF1	6.23944498472674e-56	-0.91182904694103	1	1	1.17800721311641e-51
FKBP2	6.57246746099111e-56	0.625424493696889	0.98	0.894	1.24088185663512e-51
TRA2B	6.96104898899565e-56	-0.798295801507209	0.341	0.675	1.31424604912238e-51
GTF3C6	7.21608775201027e-56	0.675130614007137	0.531	0.119	1.36239736757954e-51
LSM6	9.22588746467307e-56	0.733421238824645	0.681	0.289	1.74184755333028e-51
CLTA	9.30114147423182e-56	0.624053997019328	0.974	0.936	1.75605551033497e-51
C11orf54	1.54602798018618e-55	0.724295671320228	0.609	0.2	2.9189008265915e-51
HLA-DRB1	1.8607527906394e-55	-0.839197763122855	0.433	0.811	3.51310126872719e-51
DDT	2.043819408149e-55	0.66056508263803	0.971	0.915	3.85873104258531e-51
TMCO3	2.69997247154767e-55	-0.81836918746444	0.308	0.631	5.097548026282e-51
TIMM8B	2.8046115042903e-55	0.701221548836647	0.755	0.437	5.29510652010008e-51
ATF4	2.82000178803559e-55	-0.91172763334475	0.885	0.941	5.32416337581119e-51
ELOA	3.28390286681502e-55	-0.61987969464901	0.112	0.414	6.20000861254676e-51
MRPL20	3.93690833463174e-55	0.688883009248053	0.792	0.512	7.43288293578472e-51
ATP5F1E	9.92082561995999e-55	0.431238095191985	1	1	1.87305187704845e-50
PNISR	2.46285609653133e-54	-0.886552831176204	0.86	0.938	4.64987231025115e-50
CLIC6	3.03221279435746e-54	0.700594936539481	0.442	0.049	5.72481775574688e-50
COLCA1	4.13930176690446e-54	0.792611687703011	0.665	0.327	7.81500173591562e-50
ITM2C	5.13231990930488e-54	-0.708817388966666	0.615	0.892	9.68981998876762e-50
ENTPD8	5.28379905924469e-54	0.734104894261965	0.485	0.085	9.97581262385398e-50
MACROD1	6.81613494858435e-54	0.705259337228466	0.592	0.193	1.28688627829273e-49
VAMP8	7.33137324187449e-54	0.646996315578012	0.953	0.843	1.3841632680659e-49
AKR1B10	7.82510503115298e-54	0.946300070615812	0.591	0.191	1.47737982988168e-49
SLC9A3R1	1.23801144866716e-53	0.699057468557813	0.563	0.153	2.33736561508359e-49
TMEM126A	1.41466929425748e-53	0.717945237906436	0.641	0.253	2.67089562755813e-49
LMO4	1.45587133442298e-53	0.791874801443075	0.811	0.561	2.74868507939059e-49
ERGIC3	2.01112266358109e-53	0.660661570607689	0.887	0.686	3.7969995888411e-49
IER3IP1	2.1097095488795e-53	-0.885327695433967	0.52	0.754	3.98313162828449e-49
PIK3C2G	2.20910846613777e-53	0.67122139922472	0.445	0.053	4.1707967840681e-49
CD74	2.27456631092816e-53	-0.900494885730536	0.712	0.955	4.29438119503237e-49
SRP9	4.3377407421157e-53	0.629294128393956	0.923	0.781	8.18965452111444e-49
BCL2L15	1.5062964150588e-52	0.696816393643494	0.578	0.176	2.84388763163101e-48
ATF7IP2	1.75268193184397e-52	0.912782784850462	0.474	0.085	3.30906348732142e-48
PSMB6	1.91312225838133e-52	0.702266460418638	0.841	0.633	3.61197482382394e-48
ARF1	2.95622741540808e-52	-0.71974934472462	0.915	0.992	5.58135736029046e-48
CCNL1	3.20647432421969e-52	-1.02341374081043	0.713	0.887	6.05382352412678e-48
UQCR10	3.62174929993284e-52	0.542749106580373	0.992	0.992	6.8378626782732e-48
PTPRK	8.76443925164305e-52	-0.938009555554273	0.331	0.628	1.65472613071021e-47
KLHDC2	9.23280751512881e-52	0.72744617082662	0.641	0.253	1.74315405885632e-47
RSRC2	9.37459202381894e-52	-0.828525817128028	0.429	0.73	1.76992297409702e-47
LTBP4	1.35258470679965e-51	-0.629074245213598	0.175	0.501	2.55367992643774e-47
CADM1	1.38897456459377e-51	-0.286383630745436	0.013	0.195	2.62238397795304e-47
SETD5	2.86599853185812e-51	-0.766889471013606	0.27	0.59	5.41100522814813e-47
CLK1	3.25210455165923e-51	-0.73355592462805	0.296	0.614	6.13997339353262e-47
IFITM2	3.80054278091647e-51	0.983117799831357	0.511	0.13	7.17542477037029e-47
PLPP2	4.21413398000269e-51	0.59128448103566	0.963	0.873	7.95628495424509e-47
RIOK3	4.68878853567139e-51	-0.732515274206428	0.461	0.76	8.85243275534759e-47
ERH	5.00039560254665e-51	0.60463630159858	0.943	0.826	9.44074689760808e-47
ARL4C	1.15028586374796e-50	-0.446343724221369	0.062	0.318	2.17173971075615e-46
CPNE1	1.15750586977532e-50	0.700071996593817	0.73	0.363	2.1853710821358e-46
HINT1	1.15866025726238e-50	0.530375748803068	0.999	0.992	2.18755056571137e-46
HSPA8	1.50304854998765e-50	0.56202373532372	0.882	0.675	2.83775566237669e-46
TSTA3	2.45047474299977e-50	0.730614539369394	0.798	0.55	4.62649631478357e-46
CORO1B	2.75454203110378e-50	0.683791465042151	0.764	0.495	5.20057535472395e-46
PSMA1	4.84471432894581e-50	0.633760683192449	0.887	0.756	9.14682065304969e-46
TMEM238L	5.37329936002613e-50	0.700758702120686	0.451	0.072	1.01447891917293e-45
TUBB	6.3581322381744e-50	-0.735551061586584	0.298	0.626	1.20041536656733e-45
SLFN5	6.54882555421137e-50	-0.439447502684837	0.042	0.272	1.23641826463511e-45
TATDN1	6.79176856712568e-50	0.713775225526993	0.683	0.344	1.28228590547333e-45
WFDC2	7.07997572178619e-50	1.95900247036486	0.864	0.777	1.33669941627323e-45
C12orf75	7.64598827217335e-50	0.617819347866802	0.978	0.89	1.44356258578633e-45
AFDN	9.37099159503441e-50	-0.887136000702947	0.379	0.669	1.7692432131425e-45
ATP5MC2	1.06266454408242e-49	0.532883579450377	1	0.998	2.00631065922761e-45
AC110285.6	1.0806603026446e-49	-0.407970030735889	0.014	0.193	2.040286651393e-45
SLC38A2	1.34352351614e-49	-1.06596765738805	0.514	0.758	2.53657239847231e-45
MRPL57	1.70361907106225e-49	0.663702624557874	0.852	0.658	3.21643280616553e-45
PRR13	1.78454754644573e-49	0.68098338061749	0.851	0.665	3.36922576768953e-45
REG4	5.79230935008446e-49	-0.697497810707333	0.016	0.2	1.09358800529595e-44
PRSS1	6.10396431178797e-49	2.04229478057471	0.806	0.577	1.15242846206557e-44
TMEM238	6.531019588577e-49	0.608378203394453	0.959	0.868	1.23305649832334e-44
SLC35C2	8.66194476461802e-49	0.597826763296761	0.491	0.104	1.63537517155988e-44
RBPMS	8.77661482564983e-49	0.57532365584042	0.383	0.025	1.65702487908269e-44
POLR2L	9.18793351311365e-49	0.578513748029631	0.976	0.866	1.73468184727586e-44
ZNF24	1.03981989470424e-48	-0.611071010513708	0.182	0.493	1.96317996120161e-44
NDUFB9	1.07795878918062e-48	0.648350645133236	0.861	0.694	2.035186193973e-44
ACSL3	3.39471139433772e-48	0.715823580190345	0.583	0.212	6.40921511250961e-44
TMEM98	3.88630458566644e-48	0.601592411767008	0.414	0.049	7.33734305773824e-44
ATP5PF	5.74671858762732e-48	0.563419130593733	0.962	0.858	1.08498046934404e-43
AKAP17A	5.96308601756675e-48	-0.599633619182274	0.124	0.41	1.1258306401166e-43
EPHX1	6.26309622381209e-48	0.688194215510085	0.645	0.276	1.18247256705572e-43
CCNI	8.56624308851816e-48	-0.792938985388551	0.985	0.994	1.61730669511223e-43
TMEM97	1.26817243045633e-47	0.694308089315886	0.491	0.123	2.39430954870155e-43
CHMP4B	1.58632938167034e-47	0.709664299959402	0.617	0.257	2.99498987259359e-43
RPS28	1.7718455574597e-47	0.395987399887638	1	1	3.34524441248392e-43
ECI1	3.14869719626249e-47	0.670667183902854	0.801	0.58	5.94474030654358e-43
BTG3	3.36545732662587e-47	-0.687793755217627	0.31	0.626	6.35398343266964e-43
NDUFB10	4.07936274011514e-47	0.557674742499246	0.928	0.824	7.70183685333738e-43
NFATC3	5.75246673228761e-47	0.682684006125826	0.559	0.183	1.0860657190559e-42
BEX2	6.6269527078654e-47	-0.413908770991926	0.035	0.244	1.25116867124499e-42
LSR	8.18395711235528e-47	-0.660768890736687	0.656	0.904	1.54513110281268e-42
JOSD1	9.29616310194935e-47	-0.706766129892779	0.278	0.584	1.75511559364804e-42
FAM107B	1.04360104912434e-46	0.659412833226874	0.877	0.722	1.97031878074676e-42
FDX1	1.06401771289685e-46	0.664834464730586	0.71	0.412	2.00886544194926e-42
COTL1	1.52167306206293e-46	0.677127583842769	0.84	0.662	2.8729187411748e-42
SOX21	1.52851763522327e-46	0.668061971760982	0.383	0.034	2.88584129530154e-42
RPIA	1.86477335932206e-46	0.612077903888424	0.482	0.113	3.52069210240005e-42
