p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD99	7.43527905329229e-89	-0.952035991471944	0.289	0.801	1.28474186761838e-84
FTL	1.99492239338103e-88	-1.13299919947731	1	1	3.44702640352309e-84
FAT1	9.32015376340541e-88	-0.795946147001712	0.152	0.655	1.61042936877882e-83
RPS18	3.5134610527952e-86	0.64015663801473	1	1	6.07090935312482e-82
ANXA5	2.21140103873781e-85	-0.996183997935866	0.542	0.946	3.82107985483506e-81
ARPC1B	2.3519536989223e-85	-0.927642450644902	0.412	0.87	4.06394079636784e-81
CFL1	7.19058716824244e-85	-0.76102192446665	0.983	1	1.24246155680061e-80
RPS16	7.94396474093092e-85	0.655534621720233	1	1	1.37263766758545e-80
FADS2	1.41857876176147e-84	-0.600523703008086	0.034	0.409	2.45116224244765e-80
NDUFC1	1.58340679413136e-84	-1.00540179955463	0.478	0.878	2.73596859957958e-80
ST3GAL1	1.48863269992694e-83	-0.654720395178921	0.081	0.521	2.57220844220376e-79
NDUFA7	3.75696484067662e-81	-0.561640548126047	0.059	0.461	6.49165954820513e-77
EIF3E	4.97037087985534e-81	0.978255873139352	0.975	0.79	8.58830384330205e-77
CLDN2	2.28708729146639e-80	-0.698472484056756	0.048	0.427	3.95185813092477e-76
ONECUT3	4.19721644767068e-77	-0.608162412035151	0.069	0.472	7.25237029993018e-73
ANXA4	2.5689644672717e-76	-0.934096520781071	0.962	0.997	4.43891370299877e-72
PFN1	8.20486000008333e-76	-0.904820229934462	0.902	0.982	1.4177177594144e-71
RPL7	1.19822326176987e-75	0.771984034388033	0.999	0.992	2.07040997401215e-71
IFI27	2.75188337416915e-74	-0.851258509653402	0.179	0.658	4.75497928222687e-70
DNALI1	1.29740008445061e-73	-0.381247432008009	0.002	0.267	2.24177760592221e-69
EIF4A2	2.47461054724623e-73	1.12130972089993	0.921	0.611	4.27587956458676e-69
PPIA	8.3923525716878e-73	-0.669577823688283	0.994	1	1.45011460086193e-68
CALM1	1.04777091535639e-72	-0.794156737392317	0.949	1	1.81044336464431e-68
VMP1	2.23642931465471e-72	1.13926592419004	0.853	0.495	3.86432621279188e-68
TPT1	2.30447262898674e-72	0.457233442640874	1	1	3.98189825562619e-68
CA2	1.08970229504117e-71	-0.629051034998147	0.054	0.415	1.88289659560165e-67
UGT8	2.24440838783746e-71	-0.555365241888237	0.066	0.443	3.87811325334434e-67
PKDCC	2.87749075326897e-71	-0.816277735229285	0.146	0.57	4.97201627257345e-67
UCA1	2.70441599723604e-70	1.4746633454109	0.717	0.241	4.67296040162416e-66
TESC	2.72220846493276e-70	-1.13409984269308	0.707	0.925	4.70370400655732e-66
RRBP1	6.69784272918972e-70	-0.961947421553067	0.571	0.899	1.15732024517669e-65
SLC9A3	1.11715274245998e-69	-0.533978140399354	0.028	0.342	1.9303282236966e-65
EEF1D	2.71300337881212e-69	-0.779738558776397	0.895	0.984	4.68779853824946e-65
RPL30	4.66265373344149e-68	0.556718645387051	1	1	8.05659938601356e-64
SMIM24	9.83416015899406e-68	-0.740788313045116	0.086	0.466	1.69924453387258e-63
CD63	1.99499626115634e-67	-0.655652991836561	0.992	1	3.44715403965205e-63
RNASE1	3.99280807942685e-67	-0.807512186710107	0.223	0.681	6.89917308044165e-63
UQCRQ	8.58938403564343e-67	-0.738534423783503	0.9	0.972	1.48415966751883e-62
MT-ND4	2.21279482156791e-65	0.416166000256777	1	1	3.82348817218719e-61
TST	7.73662451473476e-65	-0.8967600043047	0.687	0.943	1.33681134990102e-60
ATP5F1E	8.4670637382646e-64	-0.565279864922127	0.997	1	1.46302394333474e-59
GPX2	1.88899030963542e-62	-0.988343110431723	0.76	0.972	3.26398635601905e-58
HID1	3.00305807839142e-61	-0.537631436837452	0.087	0.448	5.18898405365254e-57
ZFAS1	3.17911001357492e-61	0.860147370636994	0.988	0.94	5.49318419245611e-57
MRFAP1	4.01030645800423e-61	-0.720343017718495	0.324	0.775	6.92940852878551e-57
SPINK1	5.22945465758127e-61	-0.943318182437467	0.055	0.381	9.03597470283468e-57
UQCR11	6.49553565498599e-61	-0.797594133862693	0.687	0.925	1.12236360582503e-56
BEX3	1.40352718932703e-60	-0.72325537418422	0.21	0.642	2.42515463043817e-56
RPS21	5.58417938009135e-60	-0.551883097328064	0.999	1	9.64890355085984e-56
NDUFA11	1.32555311418202e-59	-0.77655344954018	0.396	0.798	2.29042322599512e-55
H1F0	2.12205311189234e-59	-0.748981790687999	0.253	0.684	3.66669557203877e-55
HLA-DQB1	3.34418978378499e-59	-0.491605472059531	0.037	0.334	5.77842552740208e-55
RPL12	4.80290190861634e-59	0.594639325832355	1	1	8.29893420789817e-55
CCL20	6.47235363319098e-59	-1.22594519982342	0.01	0.246	1.11835798427907e-54
PRDX4	7.81717102298095e-59	-0.743526028405386	0.277	0.692	1.35072898106088e-54
SPDEF	1.76185646933789e-58	-0.404440088244256	0.021	0.282	3.04431179336893e-54
ENSA	2.18770297404713e-58	-0.745732065569637	0.435	0.832	3.78013196885604e-54
DDX3Y	1.39400179966857e-57	-0.326396418923717	0.007	0.233	2.40869570964732e-53
ZFPM1	1.21760715406994e-56	-0.430790199768641	0.047	0.347	2.10390340151744e-52
TUSC3	1.25741547549471e-56	-0.328166714483028	0.009	0.236	2.17268820010731e-52
COX6A1	4.00191884757164e-56	-0.653746745980371	0.954	0.995	6.91491557671904e-52
RPL10	7.09190472417265e-56	0.469217184513574	1	1	1.22541021728979e-51
ATP5MF	1.49050836577267e-55	-0.744242845290358	0.748	0.943	2.5754494052186e-51
CNPY2	2.17193579007787e-55	-0.658693777625821	0.251	0.666	3.75288785167554e-51
ZSCAN16-AS1	3.12454594836064e-55	-0.407289861509826	0.031	0.298	5.39890294417235e-51
FOS	5.60611127011744e-55	1.20057900973718	0.809	0.43	9.68679966363593e-51
CALD1	1.48988936218741e-54	-0.595355354220017	0.081	0.412	2.57437982892363e-50
GALNT10	3.38667335133468e-54	-0.471414204472197	0.075	0.399	5.8518328837712e-50
RPL34	6.08805727327762e-54	-0.495946880885668	0.999	1	1.05195541624964e-49
SLC25A6	2.64358292689789e-53	-0.72294631952505	0.837	0.969	4.56784693938686e-49
TMA7	3.99427704156701e-53	-0.743827915005841	0.612	0.894	6.90171130012363e-49
RPL10A	4.33346748578773e-53	0.598634039003596	1	1	7.48779846869261e-49
COMT	5.5439150085404e-53	-0.724464928874043	0.442	0.813	9.57933074325696e-49
NPC1L1	2.82837413454838e-52	-0.308548417590793	0.008	0.218	4.88714766708615e-48
BOD1L1	7.18461845872705e-52	-0.63525986921288	0.237	0.64	1.24143022348345e-47
CD24	1.49300494041528e-51	-0.843774672092327	0.6	0.912	2.57976323654356e-47
FSCN1	1.77977584553228e-51	-0.436264781900889	0.084	0.412	3.07527468349523e-47
TIMM8B	1.96575925036673e-51	-0.695827271332752	0.295	0.689	3.39663540870868e-47
RNASEH2C	2.32359730013316e-51	-0.623490223916398	0.184	0.557	4.01494377490009e-47
CXCL1	3.51454545199558e-51	-0.708732705388065	0.023	0.262	6.07278308650317e-47
MYL6	8.48166884761683e-51	-0.60480058174155	0.982	0.997	1.46554756017971e-46
RPS2	1.28186692933964e-50	0.543616316973119	1	1	2.21493786720596e-46
CXCL3	2.49347549091126e-50	-0.972067618312808	0.062	0.355	4.30847630074556e-46
TM9SF3	3.37820258970565e-50	-0.737891623498602	0.51	0.852	5.83719625475239e-46
KLK7	4.96582938936716e-50	-0.863899026040247	0.297	0.681	8.58045660188751e-46
DGCR6L	6.41592854962911e-50	-0.389736024387915	0.055	0.339	1.10860829409041e-45
GJB1	7.33871881987477e-50	-0.454026863166841	0.081	0.394	1.26805722488616e-45
ATP1A1	1.04179302837682e-49	-0.720611182879404	0.653	0.915	1.80011417373231e-45
MGST2	1.15998030063135e-49	-0.67769055534065	0.452	0.826	2.00432996146091e-45
SEPT9	1.26773315494308e-49	-0.632802984188945	0.303	0.702	2.19051611842615e-45
AP2S1	4.52749220135789e-49	-0.71746726642467	0.478	0.824	7.8230537747263e-45
EML4	9.43412037530525e-49	-0.639594682927695	0.3	0.697	1.63012165964899e-44
LRPAP1	1.34414114748768e-48	-0.58614662036203	0.213	0.598	2.32254148874396e-44
NCL	1.50551927294289e-48	-0.867855234628962	0.701	0.917	2.60138675171802e-44
POLD4	1.85085232568259e-48	-0.360213879836257	0.027	0.264	3.19808773354694e-44
GATD3A	2.69551188379928e-48	-0.369156744681278	0.036	0.29	4.65757498401678e-44
TMBIM6	4.94417220146541e-48	-0.579316722142963	0.981	0.995	8.54303514691208e-44
NDUFB8	5.22508055818811e-48	-0.659235631095789	0.505	0.865	9.02841669649324e-44
SEL1L3	8.44726698707362e-48	-0.459873591493097	0.096	0.415	1.45960326269645e-43
TM4SF1	2.14584166893862e-47	0.801660985047744	0.926	0.744	3.70779981975904e-43
RPL15	3.03491461753318e-47	0.518954119336657	1	0.997	5.24402896763557e-43
H3F3B	4.17085017408336e-47	-0.578519090263833	0.99	1	7.20681201579864e-43
KLK11	6.98271034869027e-47	-0.55668654103554	0.146	0.495	1.20654252115019e-42
WFS1	7.31388046780541e-47	-0.409383164462983	0.06	0.339	1.2637654060321e-42
DGCR2	9.59303375406398e-47	-0.347060099391929	0.047	0.313	1.65758030236472e-42
DCXR	1.2577031325609e-46	-0.632593183411888	0.326	0.712	2.17318524275197e-42
CXCL2	2.4669702332694e-46	-0.640222078041252	0.021	0.238	4.26267786606619e-42
CST3	6.20262360815743e-46	-0.668429128979003	0.901	0.979	1.07175133325352e-41
RPL37	6.44031449725401e-46	0.389335774901699	1	1	1.11282194198052e-41
SEC11C	8.8873974727947e-46	-0.567251870435504	0.263	0.645	1.5356534093242e-41
CD74	1.18656221453528e-45	-0.793982880310314	0.159	0.505	2.05026085049551e-41
TRMT112	2.07052631759737e-45	-0.748085042799528	0.615	0.868	3.57766242417649e-41
MTHFS	2.37783408387657e-45	-0.35561074952819	0.048	0.306	4.10865951353032e-41
FUCA2	2.4977653727455e-45	-0.590557963614676	0.282	0.663	4.31588878756694e-41
EMC10	2.98059810485543e-45	-0.487484825992558	0.175	0.536	5.15017546537971e-41
CISD2	3.89372650867772e-45	-0.491415877582472	0.182	0.541	6.72797003434424e-41
MUC1	5.49239551514448e-45	-1.07568411557471	0.483	0.798	9.49031021061814e-41
YBX3	1.35685449019855e-44	0.735353514253441	0.844	0.598	2.34450887361408e-40
RPS14	1.85213238023504e-44	0.380991647003054	1	1	3.20029953980813e-40
RPS25	4.30291685341249e-44	0.471181700954757	1	0.997	7.43501003101144e-40
AKAP17A	1.10215145448683e-43	-0.34714525839462	0.045	0.295	1.9044074982078e-39
DMBT1	1.15811689463378e-43	-0.934964529107383	0.117	0.425	2.0011101822377e-39
BAIAP2L2	1.41316112279105e-43	-0.496770802377207	0.119	0.433	2.44180110407065e-39
TRIM28	1.68616740953311e-43	-0.572768650171147	0.271	0.637	2.91352866693225e-39
NORAD	1.85597859672766e-43	-0.647872525713882	0.395	0.754	3.20694541728573e-39
DPYSL2	4.58325875535347e-43	-0.718073798817838	0.419	0.764	7.91941280337526e-39
APLP2	4.87328261873391e-43	-0.637758076522407	0.816	0.964	8.42054503691033e-39
RPS6	5.18218177600409e-43	0.421130876185452	0.999	1	8.95429189075746e-39
BDH2	5.22433744251432e-43	-0.394142507207698	0.077	0.36	9.0271326669205e-39
UFD1	5.31071983960527e-43	-0.504385786052764	0.179	0.528	9.17639281085395e-39
DAP	7.67282602199412e-43	-0.534059286592181	0.248	0.619	1.32578760834036e-38
FOXQ1	8.51948677931503e-43	-0.642452846187414	0.199	0.539	1.47208212059784e-38
RPL18A	9.75446855571833e-43	0.410866059608942	1	1	1.68547462174257e-38
FAM114A1	1.30458788579491e-42	-0.487158239677436	0.141	0.466	2.25419740786502e-38
KRT14	1.30579851066663e-42	-0.258835891768329	0.002	0.161	2.25628924658086e-38
MAGED1	1.39685238284262e-42	-0.458402494844339	0.108	0.415	2.41362123231377e-38
UBL5	2.40051913864884e-42	-0.573285849868242	0.836	0.953	4.14785701967133e-38
KLF6	2.42908028777225e-42	0.938151712475862	0.753	0.407	4.19720782924167e-38
PHPT1	3.40150803215943e-42	-0.67655192240075	0.476	0.811	5.87746572876828e-38
LRP5	3.90112933541651e-42	-0.465632561681153	0.148	0.482	6.74076137866619e-38
TFPI	4.81089890418955e-42	0.729526569876624	0.617	0.236	8.31275221654912e-38
FIS1	6.12682968099802e-42	-0.616142965991633	0.502	0.834	1.05865490057965e-37
OST4	2.3763407566732e-41	-0.585310900561691	0.841	0.982	4.10607919345563e-37
HSP90B1	2.56833521531936e-41	-0.632339254864037	0.937	0.984	4.43782641855032e-37
USP5	4.44485732533485e-41	-0.335939803686739	0.048	0.29	7.68026897244608e-37
PSMA2	7.39371484338271e-41	-0.540575888240931	0.236	0.588	1.2775599877881e-36
UTP3	1.0400190067319e-40	-0.387159487251521	0.084	0.363	1.79704884173205e-36
RFLNA	1.42166786714982e-40	-0.336755018976372	0.026	0.233	2.45649990764818e-36
UTY	2.18896054080189e-40	-0.214539143249239	0.002	0.153	3.78230491845158e-36
CLDN3	2.44165365020648e-40	0.709579067964586	0.889	0.645	4.21893334219177e-36
PTMS	2.70463257965301e-40	-0.616293904460537	0.288	0.642	4.67333463438244e-36
AGRN	2.8672252409124e-40	-0.497940376787582	0.177	0.516	4.95427849377254e-36
SLC1A5	4.04173227990552e-40	-0.624262879939876	0.233	0.56	6.98370920644875e-36
TRIP11	4.6648379264016e-40	-0.475755533410451	0.184	0.518	8.06037345302933e-36
HDLBP	5.45347127171655e-40	-0.569314351649698	0.361	0.723	9.42305301039903e-36
SEC31A	6.48758170031685e-40	-0.445013810837073	0.162	0.495	1.12098924199775e-35
FGFR4	7.61219353609055e-40	-0.387621570323486	0.082	0.352	1.31531092110109e-35
BAX	1.00609912159463e-39	-0.572339635848027	0.336	0.697	1.73843867220335e-35
PPDPF	1.07018840392439e-39	-0.596483671905652	0.772	0.959	1.84917854314096e-35
TCF25	1.7387039048844e-39	-0.584356387574912	0.402	0.751	3.00430647724976e-35
MRPL41	2.15519877334632e-39	-0.624411740788071	0.531	0.832	3.7239679604651e-35
BLOC1S1	2.19796254664453e-39	-0.577809470872688	0.423	0.777	3.79785948434708e-35
NECTIN3	2.33131721979405e-39	-0.382764419655839	0.057	0.303	4.02828302408215e-35
GABARAP	3.17282548582474e-39	-0.248485134285655	0.013	0.189	5.48232515695656e-35
RND3	3.18405136535323e-39	0.798907914735507	0.612	0.267	5.50172235419385e-35
CLCN3	5.89500503597537e-39	-0.40973862977421	0.141	0.459	1.01859792016618e-34
GRAMD4	7.38997362635243e-39	-0.347581210122135	0.05	0.285	1.27691354289744e-34
PRAP1	1.34230872635242e-38	-0.498749652088372	0.077	0.337	2.31937524826435e-34
DYNC2H1	1.35116872835799e-38	-0.252761602745391	0.012	0.181	2.33468444572976e-34
RABAC1	1.38491290153063e-38	-0.583965072633623	0.565	0.87	2.39299100255477e-34
SMIM10L1	1.50645770558056e-38	-0.404146274079688	0.125	0.425	2.60300826947265e-34
CDK2AP1	1.68413224079832e-38	-0.255411366194268	0.015	0.192	2.91001209887542e-34
IRAK1	4.31216674335052e-38	-0.42745011527329	0.142	0.453	7.45099291583537e-34
EID1	4.36624445935442e-38	-0.595345349876226	0.566	0.858	7.5444338013185e-34
SMARCA5	5.30293107848145e-38	-0.489221664169561	0.173	0.492	9.16293461050811e-34
ODAM	6.93685933005279e-38	-0.243939129139169	0.003	0.148	1.19861992363982e-33
PPIB	7.42584043503032e-38	-0.559403441044137	0.867	0.974	1.28311096876889e-33
MRPL40	8.46892932692331e-38	-0.477665578492828	0.249	0.598	1.46334629839908e-33
CASP6	1.15104320524309e-37	-0.342352340282829	0.064	0.311	1.98888755433954e-33
HNRNPA1	1.45503828407691e-37	-0.563468204249097	0.96	0.982	2.5141606510565e-33
CDC42EP1	1.51424095718993e-37	-0.591309767375539	0.315	0.655	2.61645694992847e-33
COX6C	1.65469821183136e-37	-0.511920714025229	0.972	0.992	2.85915304022341e-33
PLEKHB1	2.35788229412261e-37	-0.240735862591652	0.011	0.174	4.07418481601445e-33
MXD4	2.36834403954198e-37	-0.403608991061702	0.103	0.381	4.09226166592459e-33
NDUFB5	2.56224991902177e-37	0.672119530897241	0.819	0.614	4.42731163507772e-33
TSTA3	4.07216744727715e-37	-0.53572657221142	0.271	0.609	7.03629813215018e-33
PTBP1	5.0072951568788e-37	-0.515448403873649	0.299	0.635	8.65210530157088e-33
TTYH3	5.58200472671907e-37	-0.380019214382789	0.092	0.363	9.64514596729788e-33
PHGR1	5.96172194741676e-37	0.753433031473019	0.73	0.326	1.03012593529414e-32
AGR2	7.94223014878827e-37	-0.627137457523283	0.998	0.997	1.37233794740913e-32
CAPN1	1.01310120555309e-36	-0.611622833399346	0.459	0.762	1.75053757307518e-32
CDK11A	1.19436883387055e-36	-0.350097393029976	0.079	0.337	2.06374990804493e-32
TMEM129	1.25065201198582e-36	-0.313264365718842	0.052	0.28	2.16100161151031e-32
RPL3	1.33194294738454e-36	0.446406295455559	1	1	2.30146421878574e-32
FKBP2	2.04539427298744e-36	-0.564059750486488	0.576	0.86	3.534236764295e-32
LPCAT1	3.07702603479892e-36	-0.363773243624721	0.084	0.345	5.31679328552905e-32
PTOV1	3.58559949173978e-36	-0.384318764680516	0.111	0.391	6.19555736177717e-32
SEC16A	4.09342828661264e-36	-0.375468167873377	0.091	0.358	7.07303473643798e-32
MRPL52	4.11638331048043e-36	-0.578411865211304	0.438	0.756	7.11269872217913e-32
SLC25A4	5.01288069201614e-36	-0.389432957744872	0.135	0.433	8.66175654773469e-32
MT-CO1	6.78576779529656e-36	-0.325208996157664	1	1	1.17251281734929e-31
MPHOSPH10	6.83469164687809e-36	-0.464439217286226	0.166	0.469	1.18096636966407e-31
RPL18	7.92286333375879e-36	0.31083602966282	1	1	1.36899155544018e-31
NEDD8	7.99368514705551e-36	-0.55909750468422	0.579	0.858	1.38122885655972e-31
ANKRD17	8.41631317880902e-36	-0.402610093375347	0.112	0.394	1.45425475416641e-31
MAP1LC3A	1.25532207093374e-35	-0.263509797068505	0.026	0.212	2.16907100636642e-31
CNFN	1.33161443635877e-35	-0.252497141212528	0.026	0.212	2.30089658458432e-31
IMP3	1.48012043266088e-35	-0.488085505251402	0.291	0.632	2.55750009559473e-31
ZNHIT1	1.63738718717261e-35	-0.516329989146409	0.611	0.876	2.82924132071555e-31
PYGB	1.74761965735637e-35	-0.36750511881012	0.078	0.326	3.01971200594608e-31
ALDH2	2.05224109303373e-35	-0.573079624878886	0.592	0.847	3.54606738465299e-31
CASP3	2.87481870351187e-35	-0.312384398603743	0.06	0.293	4.96739923779816e-31
NDUFA1	3.24772205847777e-35	-0.500976301457907	0.865	0.966	5.61173894484375e-31
RPS28	4.16203672695273e-35	0.348720202614503	1	1	7.19158326050162e-31
PKM	4.3808859977194e-35	-0.524357399340042	0.977	0.992	7.56973291545936e-31
EHBP1	4.88182661251639e-35	-0.406606112767493	0.125	0.407	8.43530820376707e-31
GTPBP6	5.42302097321839e-35	-0.3638546621208	0.107	0.381	9.37043793962405e-31
SYNPO	6.27114829836862e-35	-0.283906422936767	0.024	0.205	1.08359171447511e-30
NOP14	6.86391012942552e-35	-0.303013272083846	0.053	0.275	1.18601503126344e-30
PRPF4B	7.84915079084071e-35	-0.450820755895249	0.225	0.554	1.35625476514937e-30
BEX2	7.86358561101381e-35	-0.179032432232518	0	0.122	1.35874895772708e-30
XRCC4	1.14691037588781e-34	-0.545761563887509	0.361	0.702	1.98174643849655e-30
ENC1	1.33679131070084e-34	-0.498733770285402	0.194	0.508	2.30984170575997e-30
NDUFA2	1.34710164375873e-34	-0.535965902874254	0.562	0.85	2.32765693025071e-30
ATXN2L	1.45447759239065e-34	-0.324108307004497	0.07	0.311	2.5131918318918e-30
ID1	2.94426613957763e-34	0.983248424921619	0.699	0.404	5.08739746257619e-30
MTFP1	3.00160111028424e-34	-0.19892793918762	0.007	0.148	5.18646655846013e-30
ANXA1	3.31113399714766e-34	0.852398071515354	0.869	0.697	5.72130843367145e-30
MANBA	3.59135358663398e-34	-0.249749512296436	0.026	0.21	6.20549986234486e-30
EIF4H	3.621021799406e-34	-0.508991237281854	0.337	0.671	6.25676356719363e-30
HIST1H4C	4.65362535526543e-34	-0.677901444305339	0.333	0.702	8.04099925136314e-30
PLXNB2	6.00049634303572e-34	-0.547713889522047	0.371	0.71	1.03682576311314e-29
SNHG18	6.16002832790821e-34	-0.243710612350183	0.022	0.197	1.06439129477926e-29
NDUFB2	6.4099911875792e-34	-0.573977705960836	0.716	0.907	1.10758237730181e-29
MBD3	6.43463862467087e-34	-0.34723970342368	0.071	0.306	1.11184120795688e-29
RPL13	6.51206174592441e-34	0.30907985466365	1	1	1.12521914907828e-29
GAK	9.69960991706581e-34	-0.424749070644595	0.141	0.425	1.6759955975698e-29
RPL36AL	1.03883885798303e-33	-0.398837757438268	0.991	0.997	1.79500966270888e-29
KLK6	1.19173365255242e-33	-0.853962956411948	0.384	0.681	2.05919657824533e-29
LRBA	1.27856809187893e-33	-0.363070541129554	0.105	0.368	2.20923780595761e-29
ROGDI	1.3818597773257e-33	-0.317891485796361	0.057	0.277	2.38771550924108e-29
SOD3	1.42427643576038e-33	-0.295588227984402	0.014	0.171	2.46100725335035e-29
TMED9	1.8039737000518e-33	-0.537877441101634	0.538	0.813	3.1170861563195e-29
SON	1.99686253560345e-33	-0.580361125507896	0.629	0.873	3.4503787752692e-29
PF4	2.37100240054132e-33	-0.199250311579121	0.004	0.135	4.09685504789535e-29
SNRNP70	2.41644580198775e-33	-0.495514639258138	0.304	0.627	4.17537670125463e-29
DRAP1	2.59047471424817e-33	-0.478078573050722	0.282	0.609	4.47608125874941e-29
CLDN4	4.86713479574045e-33	0.652840483848844	0.949	0.769	8.40992221355993e-29
VDAC2	5.52690877806879e-33	0.556483250653244	0.923	0.801	9.54994567762507e-29
EIF2AK4	5.90428929199787e-33	-0.374380782805527	0.135	0.417	1.02020214676431e-28
BSG	5.92843266926541e-33	-0.492323382928939	0.829	0.966	1.02437388092237e-28
RFC1	6.49206845251427e-33	-0.418258896143481	0.146	0.425	1.12176450790994e-28
MRPL23	7.95330127611382e-33	-0.334827838724598	0.099	0.358	1.37425092749971e-28
NDUFS5	9.91827952316889e-33	-0.519772214981169	0.902	0.956	1.71377951880835e-28
PGRMC2	1.12531109865998e-32	-0.397413342610348	0.136	0.415	1.94442504737458e-28
ANXA13	1.2120810786324e-32	-0.410501966411949	0.052	0.262	2.09435489576892e-28
ZNF428	1.31469744776603e-32	-0.377301908242135	0.107	0.365	2.27166571999491e-28
GOLGB1	1.58048484372244e-32	-0.617078117285434	0.529	0.803	2.73091976146801e-28
ARHGDIA	2.04082319103274e-32	-0.509141257934968	0.318	0.632	3.52633839178547e-28
SLC39A14	2.37222574933823e-32	-0.405951475190469	0.154	0.44	4.09896887228153e-28
RPL11	2.65097570662763e-32	0.332364488238298	1	1	4.58062092348188e-28
TOMM20	2.72739458519243e-32	0.578206750530365	0.911	0.788	4.712665103754e-28
FAM129B	2.7441508455155e-32	-0.46418067784512	0.238	0.56	4.74161824596623e-28
DAD1	2.75806310935207e-32	-0.524739658786621	0.699	0.912	4.76565724664945e-28
HNRNPA2B1	2.87718658287532e-32	-0.63951381723441	0.849	0.964	4.97149069655027e-28
RPL24	3.3824886850896e-32	0.366025712204159	1	1	5.84460219896632e-28
TRNP1	3.48740648353239e-32	-0.597326206451004	0.38	0.707	6.02588966289562e-28
AKAP9	3.77536086518873e-32	-0.519475846327544	0.304	0.635	6.52344603895961e-28
SLC3A1	5.45532569568238e-32	-0.343326222548638	0.065	0.288	9.42625726956959e-28
STC1	6.23394901623194e-32	-0.169094195176399	0	0.111	1.07716405051472e-27
ALDH1A3	7.47497741822655e-32	0.720962298796411	0.356	0.047	1.29160134809537e-27
STUB1	8.47044703610076e-32	-0.476442304826088	0.376	0.699	1.46360854336785e-27
ST14	1.15036543890886e-31	-0.523652063529015	0.383	0.707	1.98771644189062e-27
RGS5	1.28615661290748e-31	-0.247836918966796	0.006	0.135	2.22235001144284e-27
TMEM256	1.31408209710265e-31	-0.561350909964623	0.397	0.705	2.27060245558367e-27
ACIN1	1.35736146785539e-31	-0.400568332846419	0.175	0.466	2.34538488030733e-27
FMC1	1.41873763596461e-31	-0.292020664732684	0.065	0.288	2.45143676118324e-27
RBM39	1.45432209092481e-31	-0.519606452691407	0.557	0.85	2.51292314090898e-27
H2AFJ	1.53964459547452e-31	-0.516320507689869	0.65	0.876	2.66035189652042e-27
KIF12	1.55663173786637e-31	-0.202356649308147	0.012	0.155	2.68970397985929e-27
